alert_id,soc_id,assigned_analyst_id,severity,finding_type,rule_id,rationale,case_id
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000085
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000147
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000239
,SOC-001,ANL-1011,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000240
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000281
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000328
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000047
,SOC-001,ANL-1011,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000195
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000250
,SOC-001,ANL-1011,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000320
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000094
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000350
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000367
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000393
,SOC-001,ANL-1011,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000461
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000489
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000140
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000159
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000233
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000248
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000418
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000450
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000304
,SOC-001,ANL-1011,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000424
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000541
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000342
,SOC-001,ANL-1011,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000348
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000451
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000498
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000358
,SOC-001,ANL-1011,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000473
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000497
,SOC-001,ANL-1011,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000555
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000567
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000631
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000773
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001458
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000578
,SOC-002,ANL-2001,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000591
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000757
,SOC-002,ANL-2001,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001021
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001029
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000605
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000746
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000836
,SOC-002,ANL-2001,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000636
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000915
,SOC-002,ANL-2001,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001306
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000651
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000704
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001090
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001155
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000653
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000679
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000694
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000794
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000770
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000954
,SOC-002,ANL-2001,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001246
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000814
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000937
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001179
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001248
,SOC-002,ANL-2001,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001285
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001433
,SOC-002,ANL-2001,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"7 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001467
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000828
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001199
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001299
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001425
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000926
,SOC-002,ANL-2001,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001220
,SOC-002,ANL-2001,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001409
,SOC-002,ANL-2001,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001427
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000566
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000699
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000830
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001074
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001194
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"6 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001198
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000574
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000724
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000984
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001466
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000585
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000683
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001104
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000618
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000621
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000831
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000889
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000661
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000799
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001469
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000700
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000766
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000853
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000942
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001477
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000813
,SOC-002,ANL-2002,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001082
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001089
,SOC-002,ANL-2002,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"4 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001243
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001026
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001236
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001344
,SOC-002,ANL-2002,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001345
,SOC-002,ANL-2002,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001362
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000594
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000625
,SOC-002,ANL-2003,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000844
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001213
,SOC-002,ANL-2003,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"5 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001463
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000599
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001150
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001202
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000646
,SOC-002,ANL-2003,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000755
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001275
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000657
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000692
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000774
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000810
,SOC-002,ANL-2003,CRITICAL,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000856
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001005
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001024
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001197
,SOC-002,ANL-2003,LOW,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"9 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001268
,SOC-002,ANL-2003,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-000806
,SOC-002,ANL-2003,HIGH,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001279
,SOC-002,ANL-2003,MEDIUM,REPETITIVE_INVESTIGATION,TEMPLATE-INVESTIGATION-001,"3 cases resolved by this analyst share near-identical resolution notes, suggesting template-driven rather than case-specific investigation.",CASE-001311
