alert_id,soc_id,timestamp_created,source,source_system,alert_type,category,severity,risk_score,asset_id,user_id,source_ip,destination_ip,mitre_tactic,mitre_technique,true_positive,assigned_analyst_id,status,priority,scenario_type
ALT-000758,SOC-002,2026-01-05T07:30:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,MEDIUM,22,HOST-3626,USR-598,10.162.157.251,10.116.8.199,Reconnaissance,T1595,False,ANL-2022,CLOSED,P3,FAST_CLOSURE
ALT-000759,SOC-002,2026-01-05T21:33:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,HIGH,33,HOST-2615,USR-668,10.153.23.115,10.213.219.65,Credential Access,T1003,False,ANL-2013,CLOSED,P2,NORMAL
ALT-000760,SOC-002,2026-01-05T16:27:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,MEDIUM,87,HOST-1892,USR-153,10.208.15.205,10.134.201.152,Reconnaissance,T1595,True,ANL-2024,CLOSED,P3,CORRECT_HANDLING
ALT-000761,SOC-002,2026-01-06T10:38:00Z,SIEM,IBM QRadar,Ransomware Behaviour Detected,Impact,HIGH,11,HOST-4919,USR-421,10.98.164.106,10.230.29.189,Impact,T1486,True,ANL-2015,CLOSED,P2,MISSING_EVIDENCE
ALT-000762,SOC-002,2026-01-06T22:55:00Z,SIEM,IBM QRadar,Large Outbound Data Transfer,Exfiltration,HIGH,28,HOST-3403,USR-965,10.92.244.54,10.206.66.117,Exfiltration,T1041,True,ANL-2001,CLOSED,P2,CORRECT_HANDLING
ALT-000763,SOC-002,2026-01-06T01:49:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,LOW,24,HOST-1673,USR-395,10.137.206.148,10.119.16.96,Reconnaissance,T1595,True,ANL-2010,CLOSED,P4,CORRECT_HANDLING
ALT-000764,SOC-002,2026-01-06T08:31:00Z,SIEM,Microsoft Sentinel,Encoded PowerShell Command,Execution,LOW,19,HOST-2628,USR-561,10.237.9.236,10.110.41.103,Execution,T1059.001,True,ANL-2003,CLOSED,P4,NORMAL
ALT-000765,SOC-002,2026-01-06T03:55:00Z,SIEM,IBM QRadar,LSASS Memory Access,Credential Access,LOW,66,HOST-1916,USR-543,10.123.2.139,10.113.16.190,Credential Access,T1003,True,ANL-2015,CLOSED,P4,CORRECT_HANDLING
ALT-000766,SOC-002,2026-01-06T05:57:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,MEDIUM,38,HOST-1356,USR-456,10.24.152.250,10.219.30.33,Credential Access,T1003,True,ANL-2019,CLOSED,P3,MISSED_ESCALATION
ALT-000767,SOC-002,2026-01-06T16:54:00Z,SIEM,Microsoft Sentinel,Upload to Unapproved Cloud Storage,Exfiltration,MEDIUM,63,HOST-1002,USR-866,10.253.186.193,10.211.11.44,Exfiltration,T1567,True,ANL-2018,CLOSED,P3,NORMAL
ALT-000768,SOC-002,2026-01-06T01:37:00Z,SIEM,Splunk ES,Suspicious CMD Execution,Execution,MEDIUM,54,HOST-4743,USR-297,10.126.105.45,10.3.85.63,Execution,T1059.003,True,ANL-2008,CLOSED,P3,CORRECT_HANDLING
ALT-000769,SOC-002,2026-01-06T18:32:00Z,SIEM,IBM QRadar,Upload to Unapproved Cloud Storage,Exfiltration,LOW,98,HOST-2658,USR-902,10.106.99.194,10.125.98.225,Exfiltration,T1567,False,ANL-2018,CLOSED,P4,CORRECT_HANDLING
ALT-000770,SOC-002,2026-01-06T08:48:00Z,SIEM,Microsoft Sentinel,Unusual RDP Session,Lateral Movement,HIGH,66,HOST-4230,USR-898,10.170.201.81,10.68.28.31,Lateral Movement,T1021.001,True,ANL-2009,CLOSED,P2,NORMAL
ALT-000771,SOC-002,2026-01-06T08:41:00Z,SIEM,Elastic Security,Suspicious CMD Execution,Execution,MEDIUM,53,HOST-4551,USR-737,10.50.67.47,10.202.228.20,Execution,T1059.003,True,ANL-2003,CLOSED,P3,NORMAL
ALT-000772,SOC-002,2026-01-06T04:44:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,LOW,25,HOST-4709,USR-559,10.117.13.2,10.81.137.81,Reconnaissance,T1595,False,ANL-2001,CLOSED,P4,FAST_CLOSURE
ALT-000773,SOC-002,2026-01-06T06:46:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,LOW,48,HOST-2109,USR-343,10.25.226.125,10.236.71.67,Command and Control,T1105,True,ANL-2005,CLOSED,P4,CORRECT_HANDLING
ALT-000774,SOC-002,2026-01-06T15:31:00Z,SIEM,Elastic Security,Unusual Scheduled Task Created,Persistence,LOW,83,HOST-3223,USR-303,10.106.120.194,10.87.220.91,Persistence,T1053.005,True,ANL-2002,CLOSED,P4,CORRECT_HANDLING
ALT-000775,SOC-002,2026-01-06T22:27:00Z,SIEM,Splunk ES,Beaconing to Known C2 Domain,Command and Control,CRITICAL,61,HOST-2313,USR-907,10.88.9.190,10.136.203.124,Command and Control,T1071.001,False,ANL-2023,CLOSED,P1,NORMAL
ALT-000776,SOC-002,2026-01-06T17:11:00Z,SIEM,Elastic Security,Password Spraying Detected,Credential Access,LOW,31,HOST-1435,USR-875,10.153.228.45,10.210.96.151,Credential Access,T1110,False,ANL-2012,CLOSED,P4,MISSED_ESCALATION
ALT-000777,SOC-002,2026-01-06T22:28:00Z,SIEM,Elastic Security,Encoded PowerShell Command,Execution,LOW,10,HOST-4405,USR-368,10.175.26.247,10.184.220.50,Execution,T1059.001,True,ANL-2002,CLOSED,P4,MISSED_ESCALATION
ALT-000778,SOC-002,2026-01-06T19:11:00Z,SIEM,Elastic Security,Unusual RDP Session,Lateral Movement,HIGH,21,HOST-3206,USR-188,10.113.195.219,10.2.23.108,Lateral Movement,T1021.001,True,ANL-2005,CLOSED,P2,NORMAL
ALT-000779,SOC-002,2026-01-06T22:33:00Z,SIEM,Microsoft Sentinel,Ransomware Behaviour Detected,Impact,LOW,11,HOST-1894,USR-686,10.166.116.119,10.88.102.70,Impact,T1486,False,ANL-2023,CLOSED,P4,NORMAL
ALT-000780,SOC-002,2026-01-06T04:12:00Z,SIEM,IBM QRadar,Upload to Unapproved Cloud Storage,Exfiltration,CRITICAL,45,HOST-2227,USR-936,10.147.59.235,10.100.235.46,Exfiltration,T1567,True,ANL-2023,CLOSED,P1,CORRECT_HANDLING
ALT-000781,SOC-002,2026-01-06T03:32:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,LOW,73,HOST-2393,USR-734,10.96.88.77,10.93.21.226,Reconnaissance,T1595,True,ANL-2018,CLOSED,P4,CORRECT_HANDLING
ALT-000782,SOC-002,2026-01-06T18:16:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,MEDIUM,31,HOST-2592,USR-467,10.150.189.191,10.115.193.216,Reconnaissance,T1595,True,ANL-2015,CLOSED,P3,CORRECT_HANDLING
ALT-000783,SOC-002,2026-01-06T20:56:00Z,SIEM,IBM QRadar,Suspicious CMD Execution,Execution,MEDIUM,32,HOST-2381,USR-193,10.200.142.61,10.164.8.214,Execution,T1059.003,True,ANL-2011,CLOSED,P3,NORMAL
ALT-000784,SOC-002,2026-01-06T16:16:00Z,SIEM,Microsoft Sentinel,New Registry Run Key Entry,Persistence,MEDIUM,60,HOST-4916,USR-845,10.192.42.139,10.231.179.225,Persistence,T1547.001,True,ANL-2009,CLOSED,P3,FAST_CLOSURE
ALT-000785,SOC-002,2026-01-06T19:36:00Z,SIEM,Splunk ES,Large Outbound Data Transfer,Exfiltration,HIGH,67,HOST-4057,USR-586,10.85.56.3,10.157.171.11,Exfiltration,T1041,False,ANL-2002,CLOSED,P2,NORMAL
ALT-000786,SOC-002,2026-01-06T06:01:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,MEDIUM,95,HOST-2006,USR-316,10.11.207.121,10.61.69.47,Impact,T1486,True,ANL-2013,CLOSED,P3,CORRECT_HANDLING
ALT-000787,SOC-002,2026-01-06T01:24:00Z,SIEM,Elastic Security,Beaconing to Known C2 Domain,Command and Control,MEDIUM,36,HOST-4310,USR-411,10.86.246.253,10.204.12.190,Command and Control,T1071.001,False,ANL-2016,CLOSED,P3,NORMAL
ALT-000788,SOC-002,2026-01-06T06:11:00Z,SIEM,Elastic Security,New Registry Run Key Entry,Persistence,LOW,30,HOST-2600,USR-691,10.7.242.50,10.90.41.173,Persistence,T1547.001,False,ANL-2002,CLOSED,P4,SLOW_TRIAGE
ALT-000789,SOC-002,2026-01-06T09:39:00Z,SIEM,IBM QRadar,New Registry Run Key Entry,Persistence,MEDIUM,30,HOST-4368,USR-130,10.105.120.249,10.44.121.246,Persistence,T1547.001,True,ANL-2009,CLOSED,P3,MISSING_EVIDENCE
ALT-000790,SOC-002,2026-01-06T19:11:00Z,SIEM,Elastic Security,Suspicious Binary Download,Command and Control,LOW,34,HOST-2558,USR-102,10.188.132.156,10.83.139.60,Command and Control,T1105,True,ANL-2003,CLOSED,P4,NORMAL
ALT-000791,SOC-002,2026-01-06T03:21:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,MEDIUM,23,HOST-3776,USR-488,10.129.72.231,10.47.168.1,Reconnaissance,T1595,True,ANL-2021,CLOSED,P3,NORMAL
ALT-000792,SOC-002,2026-01-06T04:33:00Z,SIEM,Elastic Security,Suspicious PowerShell,Execution,MEDIUM,80,HOST-1098,USR-278,10.151.153.216,10.167.15.170,Execution,T1059.001,False,ANL-2006,CLOSED,P3,REPEATED_FALSE_POSITIVE
ALT-000793,SOC-002,2026-01-06T21:07:00Z,SIEM,Elastic Security,New Registry Run Key Entry,Persistence,MEDIUM,24,HOST-1027,USR-275,10.241.207.101,10.67.7.143,Persistence,T1547.001,False,ANL-2024,CLOSED,P3,REPEATED_FALSE_POSITIVE
ALT-000794,SOC-002,2026-01-06T10:51:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,92,HOST-1894,USR-359,10.171.248.231,10.3.41.46,Reconnaissance,T1595,True,ANL-2020,CLOSED,P4,CORRECT_HANDLING
ALT-000795,SOC-002,2026-01-06T08:36:00Z,SIEM,Microsoft Sentinel,Ransomware Behaviour Detected,Impact,LOW,41,HOST-3258,USR-724,10.192.229.1,10.67.150.63,Impact,T1486,True,ANL-2015,CLOSED,P4,MISSED_ESCALATION
ALT-000796,SOC-002,2026-01-06T07:55:00Z,SIEM,IBM QRadar,Ransomware Behaviour Detected,Impact,MEDIUM,75,HOST-4976,USR-659,10.75.60.91,10.231.255.64,Impact,T1486,False,ANL-2013,CLOSED,P3,NORMAL
ALT-000797,SOC-002,2026-01-06T11:37:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,MEDIUM,95,HOST-1529,USR-278,10.69.25.244,10.131.95.155,Impact,T1486,True,ANL-2010,CLOSED,P3,NORMAL
ALT-000798,SOC-002,2026-01-06T19:37:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,HIGH,85,HOST-2544,USR-854,10.126.110.83,10.244.204.143,Reconnaissance,T1595,True,ANL-2020,CLOSED,P2,NORMAL
ALT-000799,SOC-002,2026-01-06T19:33:00Z,SIEM,Microsoft Sentinel,Suspicious CMD Execution,Execution,LOW,29,HOST-1819,USR-229,10.206.5.8,10.2.34.75,Execution,T1059.003,True,ANL-2024,CLOSED,P4,REOPENED_CASE
ALT-000800,SOC-002,2026-01-06T18:31:00Z,SIEM,Elastic Security,Large Outbound Data Transfer,Exfiltration,LOW,26,HOST-4324,USR-133,10.222.167.214,10.196.152.41,Exfiltration,T1041,True,ANL-2011,CLOSED,P4,CORRECT_HANDLING
ALT-000801,SOC-002,2026-01-07T12:08:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,MEDIUM,93,HOST-3541,USR-977,10.189.205.137,10.67.2.22,Reconnaissance,T1595,False,ANL-2019,CLOSED,P3,NORMAL
ALT-000802,SOC-002,2026-01-07T09:15:00Z,SIEM,Microsoft Sentinel,Ransomware Behaviour Detected,Impact,HIGH,30,HOST-1027,USR-425,10.115.37.169,10.99.246.170,Impact,T1486,True,ANL-2010,CLOSED,P2,MISSING_EVIDENCE
ALT-000803,SOC-002,2026-01-07T02:31:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,LOW,21,HOST-1022,USR-875,10.91.23.38,10.170.36.152,Impact,T1486,True,ANL-2012,CLOSED,P4,REPEATED_FALSE_POSITIVE
ALT-000804,SOC-002,2026-01-07T09:35:00Z,SIEM,IBM QRadar,LSASS Memory Access,Credential Access,LOW,73,HOST-2837,USR-541,10.13.227.192,10.212.65.199,Credential Access,T1003,True,ANL-2020,CLOSED,P4,NORMAL
ALT-000805,SOC-002,2026-01-07T21:10:00Z,SIEM,Microsoft Sentinel,Beaconing to Known C2 Domain,Command and Control,MEDIUM,44,HOST-4936,USR-460,10.196.98.249,10.130.18.155,Command and Control,T1071.001,True,ANL-2018,CLOSED,P3,CORRECT_HANDLING
ALT-000806,SOC-002,2026-01-07T03:58:00Z,SIEM,Elastic Security,Upload to Unapproved Cloud Storage,Exfiltration,LOW,70,HOST-3729,USR-102,10.25.145.3,10.125.6.184,Exfiltration,T1567,True,ANL-2013,CLOSED,P4,CORRECT_HANDLING
ALT-000807,SOC-002,2026-01-07T23:46:00Z,SIEM,IBM QRadar,Unusual SMB Admin Share Access,Lateral Movement,HIGH,79,HOST-4142,USR-667,10.204.142.161,10.10.227.137,Lateral Movement,T1021.002,True,ANL-2002,CLOSED,P2,CORRECT_HANDLING
ALT-000808,SOC-002,2026-01-07T06:03:00Z,SIEM,Elastic Security,Unusual RDP Session,Lateral Movement,HIGH,48,HOST-1541,USR-369,10.10.27.196,10.221.249.11,Lateral Movement,T1021.001,True,ANL-2007,CLOSED,P2,SLOW_TRIAGE
ALT-000809,SOC-002,2026-01-07T04:51:00Z,SIEM,Microsoft Sentinel,Unusual Scheduled Task Created,Persistence,MEDIUM,52,HOST-4729,USR-650,10.141.173.144,10.24.175.42,Persistence,T1053.005,True,ANL-2013,CLOSED,P3,CORRECT_HANDLING
ALT-000810,SOC-002,2026-01-07T15:43:00Z,SIEM,IBM QRadar,Password Spraying Detected,Credential Access,LOW,56,HOST-4706,USR-828,10.142.151.123,10.29.70.236,Credential Access,T1110,True,ANL-2001,CLOSED,P4,NORMAL
ALT-000811,SOC-002,2026-01-07T05:15:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,LOW,10,HOST-2668,USR-472,10.118.6.36,10.196.37.190,Impact,T1486,False,ANL-2011,CLOSED,P4,CORRECT_HANDLING
ALT-000812,SOC-002,2026-01-07T12:15:00Z,SIEM,IBM QRadar,Beaconing to Known C2 Domain,Command and Control,LOW,15,HOST-2622,USR-232,10.44.219.69,10.4.61.3,Command and Control,T1071.001,False,ANL-2014,CLOSED,P4,NORMAL
ALT-000813,SOC-002,2026-01-07T14:48:00Z,SIEM,IBM QRadar,Upload to Unapproved Cloud Storage,Exfiltration,MEDIUM,39,HOST-4143,USR-978,10.57.95.249,10.200.21.13,Exfiltration,T1567,True,ANL-2012,CLOSED,P3,MISSED_ESCALATION
ALT-000814,SOC-002,2026-01-07T19:18:00Z,SIEM,IBM QRadar,Password Spraying Detected,Credential Access,LOW,38,HOST-3280,USR-626,10.46.63.143,10.8.61.184,Credential Access,T1110,True,ANL-2023,CLOSED,P4,CORRECT_HANDLING
ALT-000815,SOC-002,2026-01-07T15:03:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,LOW,11,HOST-3525,USR-340,10.209.52.208,10.215.71.80,Credential Access,T1003,True,ANL-2011,CLOSED,P4,MISSING_EVIDENCE
ALT-000816,SOC-002,2026-01-07T12:01:00Z,SIEM,Microsoft Sentinel,Upload to Unapproved Cloud Storage,Exfiltration,HIGH,56,HOST-4693,USR-616,10.186.13.19,10.191.101.175,Exfiltration,T1567,True,ANL-2005,CLOSED,P2,NORMAL
ALT-000817,SOC-002,2026-01-07T02:13:00Z,SIEM,IBM QRadar,Suspicious CMD Execution,Execution,LOW,66,HOST-2237,USR-680,10.135.28.182,10.192.135.188,Execution,T1059.003,True,ANL-2008,CLOSED,P4,MISSING_EVIDENCE
ALT-000818,SOC-002,2026-01-07T23:05:00Z,SIEM,Elastic Security,Suspicious CMD Execution,Execution,LOW,65,HOST-4823,USR-861,10.153.207.149,10.109.219.85,Execution,T1059.003,False,ANL-2021,CLOSED,P4,REOPENED_CASE
ALT-000819,SOC-002,2026-01-07T15:54:00Z,SIEM,Microsoft Sentinel,Suspicious PowerShell,Execution,CRITICAL,79,HOST-3842,USR-371,10.125.3.207,10.51.95.42,Execution,T1059.001,False,ANL-2016,CLOSED,P1,CORRECT_HANDLING
ALT-000820,SOC-002,2026-01-07T17:58:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,LOW,60,HOST-4557,USR-923,10.235.192.159,10.95.132.43,Reconnaissance,T1595,True,ANL-2005,CLOSED,P4,CORRECT_HANDLING
ALT-000821,SOC-002,2026-01-07T02:27:00Z,SIEM,Splunk ES,Encoded PowerShell Command,Execution,MEDIUM,76,HOST-1000,USR-385,10.150.70.55,10.152.253.169,Execution,T1059.001,True,ANL-2020,CLOSED,P3,SLOW_TRIAGE
ALT-000822,SOC-002,2026-01-07T10:27:00Z,SIEM,Microsoft Sentinel,LSASS Memory Access,Credential Access,CRITICAL,35,HOST-1098,USR-664,10.113.63.8,10.1.201.202,Credential Access,T1003,False,ANL-2019,CLOSED,P1,REPEATED_FALSE_POSITIVE
ALT-000823,SOC-002,2026-01-07T23:32:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,CRITICAL,61,HOST-2696,USR-405,10.244.14.237,10.226.1.54,Impact,T1486,False,ANL-2023,CLOSED,P1,NORMAL
ALT-000824,SOC-002,2026-01-07T22:19:00Z,SIEM,Elastic Security,Large Outbound Data Transfer,Exfiltration,MEDIUM,44,HOST-4240,USR-118,10.222.242.201,10.187.85.110,Exfiltration,T1041,True,ANL-2024,CLOSED,P3,CORRECT_HANDLING
ALT-000825,SOC-002,2026-01-07T02:18:00Z,SIEM,IBM QRadar,Suspicious Binary Download,Command and Control,CRITICAL,86,HOST-3985,USR-597,10.106.53.134,10.111.248.192,Command and Control,T1105,True,ANL-2019,CLOSED,P1,MISSED_ESCALATION
ALT-000826,SOC-002,2026-01-07T18:16:00Z,SIEM,Microsoft Sentinel,Large Outbound Data Transfer,Exfiltration,LOW,30,HOST-1911,USR-835,10.38.53.85,10.147.173.59,Exfiltration,T1041,True,ANL-2013,CLOSED,P4,MISSING_EVIDENCE
ALT-000827,SOC-002,2026-01-07T18:33:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,LOW,48,HOST-1790,USR-276,10.82.174.102,10.236.251.17,Impact,T1486,False,ANL-2023,CLOSED,P4,MISSED_ESCALATION
ALT-000828,SOC-002,2026-01-07T06:44:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,MEDIUM,61,HOST-3995,USR-413,10.239.138.101,10.12.166.132,Reconnaissance,T1595,True,ANL-2024,CLOSED,P3,NORMAL
ALT-000829,SOC-002,2026-01-07T12:08:00Z,SIEM,IBM QRadar,Suspicious PowerShell,Execution,MEDIUM,55,HOST-2573,USR-426,10.230.208.244,10.142.169.128,Execution,T1059.001,True,ANL-2001,CLOSED,P3,NORMAL
ALT-000830,SOC-002,2026-01-07T10:33:00Z,SIEM,Splunk ES,Suspicious PowerShell,Execution,LOW,47,HOST-2828,USR-799,10.29.182.19,10.212.195.91,Execution,T1059.001,False,ANL-2014,CLOSED,P4,CORRECT_HANDLING
ALT-000831,SOC-002,2026-01-07T06:12:00Z,SIEM,Elastic Security,Large Outbound Data Transfer,Exfiltration,HIGH,12,HOST-4412,USR-624,10.119.162.211,10.240.21.187,Exfiltration,T1041,True,ANL-2017,CLOSED,P2,NIGHT_SHIFT_DEGRADATION
ALT-000832,SOC-002,2026-01-07T23:03:00Z,SIEM,Splunk ES,Suspicious PowerShell,Execution,HIGH,13,HOST-2363,USR-723,10.142.35.55,10.137.6.150,Execution,T1059.001,True,ANL-2018,CLOSED,P2,CORRECT_HANDLING
ALT-000833,SOC-002,2026-01-07T00:19:00Z,SIEM,Elastic Security,Unusual SMB Admin Share Access,Lateral Movement,MEDIUM,36,HOST-3157,USR-462,10.193.251.77,10.7.164.128,Lateral Movement,T1021.002,False,ANL-2011,CLOSED,P3,CORRECT_HANDLING
ALT-000834,SOC-002,2026-01-07T02:22:00Z,SIEM,Splunk ES,Large Outbound Data Transfer,Exfiltration,HIGH,52,HOST-4970,USR-633,10.143.8.120,10.97.159.40,Exfiltration,T1041,True,ANL-2017,CLOSED,P2,SLOW_TRIAGE
ALT-000835,SOC-002,2026-01-07T21:33:00Z,SIEM,Microsoft Sentinel,Large Outbound Data Transfer,Exfiltration,HIGH,74,HOST-4723,USR-634,10.66.163.202,10.202.141.28,Exfiltration,T1041,True,ANL-2024,CLOSED,P2,MISSED_ESCALATION
ALT-000836,SOC-002,2026-01-07T16:13:00Z,SIEM,Elastic Security,LSASS Memory Access,Credential Access,HIGH,34,HOST-2198,USR-816,10.1.196.104,10.93.109.169,Credential Access,T1003,False,ANL-2004,CLOSED,P2,SLOW_TRIAGE
ALT-000837,SOC-002,2026-01-07T04:15:00Z,SIEM,Splunk ES,Upload to Unapproved Cloud Storage,Exfiltration,CRITICAL,38,HOST-4800,USR-769,10.242.60.116,10.13.77.227,Exfiltration,T1567,True,ANL-2005,CLOSED,P1,NORMAL
ALT-000838,SOC-002,2026-01-07T13:31:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,MEDIUM,79,HOST-2823,USR-653,10.20.231.192,10.107.236.132,Command and Control,T1105,True,ANL-2011,CLOSED,P3,NIGHT_SHIFT_DEGRADATION
ALT-000839,SOC-002,2026-01-07T16:28:00Z,SIEM,Microsoft Sentinel,LSASS Memory Access,Credential Access,MEDIUM,29,HOST-3254,USR-117,10.245.204.21,10.77.121.152,Credential Access,T1003,True,ANL-2014,CLOSED,P3,FAST_CLOSURE
ALT-000840,SOC-002,2026-01-07T20:52:00Z,SIEM,Elastic Security,Internal Network Port Scan,Reconnaissance,HIGH,59,HOST-1108,USR-832,10.18.60.13,10.232.67.57,Reconnaissance,T1595,True,ANL-2016,CLOSED,P2,FAST_CLOSURE
ALT-000841,SOC-002,2026-01-08T10:29:00Z,SIEM,Splunk ES,Encoded PowerShell Command,Execution,LOW,34,HOST-3010,USR-446,10.181.228.4,10.249.226.61,Execution,T1059.001,True,ANL-2017,CLOSED,P4,CORRECT_HANDLING
ALT-000842,SOC-002,2026-01-08T23:14:00Z,SIEM,IBM QRadar,Password Spraying Detected,Credential Access,MEDIUM,43,HOST-3766,USR-145,10.159.188.252,10.107.53.249,Credential Access,T1110,True,ANL-2017,CLOSED,P3,NORMAL
ALT-000843,SOC-002,2026-01-08T12:52:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,LOW,84,HOST-4072,USR-754,10.224.230.159,10.228.27.224,Reconnaissance,T1595,True,ANL-2018,CLOSED,P4,NORMAL
ALT-000844,SOC-002,2026-01-08T00:04:00Z,SIEM,Splunk ES,Unusual SMB Admin Share Access,Lateral Movement,CRITICAL,88,HOST-4335,USR-426,10.245.111.195,10.255.106.223,Lateral Movement,T1021.002,True,ANL-2014,CLOSED,P1,REOPENED_CASE
ALT-000845,SOC-002,2026-01-08T07:14:00Z,SIEM,Elastic Security,Suspicious Binary Download,Command and Control,MEDIUM,57,HOST-4365,USR-170,10.177.130.138,10.126.221.205,Command and Control,T1105,True,ANL-2006,CLOSED,P3,MISSED_ESCALATION
ALT-000846,SOC-002,2026-01-08T08:47:00Z,SIEM,Microsoft Sentinel,Suspicious Binary Download,Command and Control,CRITICAL,66,HOST-2994,USR-103,10.172.6.243,10.82.84.20,Command and Control,T1105,True,ANL-2020,CLOSED,P1,MISSED_ESCALATION
ALT-000847,SOC-002,2026-01-08T00:47:00Z,SIEM,Splunk ES,Large Outbound Data Transfer,Exfiltration,HIGH,78,HOST-2178,USR-514,10.147.123.249,10.103.14.208,Exfiltration,T1041,True,ANL-2005,CLOSED,P2,NORMAL
ALT-000848,SOC-002,2026-01-08T00:08:00Z,SIEM,Splunk ES,Internal Network Port Scan,Reconnaissance,MEDIUM,45,HOST-1319,USR-278,10.16.68.204,10.65.68.175,Reconnaissance,T1595,False,ANL-2011,CLOSED,P3,NORMAL
ALT-000849,SOC-002,2026-01-08T02:20:00Z,SIEM,IBM QRadar,Encoded PowerShell Command,Execution,HIGH,61,HOST-3516,USR-223,10.140.150.7,10.84.108.63,Execution,T1059.001,True,ANL-2005,CLOSED,P2,CORRECT_HANDLING
ALT-000850,SOC-002,2026-01-08T06:04:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,HIGH,92,HOST-2554,USR-490,10.171.182.150,10.80.93.125,Reconnaissance,T1595,True,ANL-2019,CLOSED,P2,NORMAL
ALT-000851,SOC-002,2026-01-08T08:49:00Z,SIEM,IBM QRadar,Beaconing to Known C2 Domain,Command and Control,HIGH,80,HOST-4202,USR-508,10.246.72.47,10.117.0.77,Command and Control,T1071.001,False,ANL-2010,CLOSED,P2,CORRECT_HANDLING
ALT-000852,SOC-002,2026-01-08T22:50:00Z,SIEM,Elastic Security,Unusual RDP Session,Lateral Movement,LOW,85,HOST-2067,USR-943,10.162.109.17,10.68.4.75,Lateral Movement,T1021.001,True,ANL-2019,CLOSED,P4,NORMAL
ALT-000853,SOC-002,2026-01-08T17:30:00Z,SIEM,Splunk ES,Beaconing to Known C2 Domain,Command and Control,LOW,84,HOST-3853,USR-186,10.166.47.241,10.33.128.59,Command and Control,T1071.001,True,ANL-2008,CLOSED,P4,NORMAL
ALT-000854,SOC-002,2026-01-08T14:53:00Z,SIEM,Microsoft Sentinel,Internal Network Port Scan,Reconnaissance,LOW,28,HOST-2354,USR-984,10.219.101.63,10.36.190.242,Reconnaissance,T1595,True,ANL-2002,CLOSED,P4,CORRECT_HANDLING
ALT-000855,SOC-002,2026-01-08T05:18:00Z,SIEM,IBM QRadar,Suspicious Binary Download,Command and Control,MEDIUM,29,HOST-1022,USR-127,10.206.209.123,10.18.52.81,Command and Control,T1105,True,ANL-2024,CLOSED,P3,REPEATED_FALSE_POSITIVE
ALT-000856,SOC-002,2026-01-08T04:17:00Z,SIEM,IBM QRadar,Unusual RDP Session,Lateral Movement,LOW,39,HOST-4493,USR-989,10.66.94.171,10.90.24.96,Lateral Movement,T1021.001,True,ANL-2002,CLOSED,P4,NORMAL
ALT-000857,SOC-002,2026-01-08T05:33:00Z,SIEM,Microsoft Sentinel,Unusual Scheduled Task Created,Persistence,MEDIUM,37,HOST-2489,USR-262,10.124.130.86,10.210.145.86,Persistence,T1053.005,False,ANL-2013,CLOSED,P3,CORRECT_HANDLING
ALT-000858,SOC-002,2026-01-08T23:03:00Z,SIEM,IBM QRadar,Upload to Unapproved Cloud Storage,Exfiltration,LOW,41,HOST-1712,USR-547,10.232.242.161,10.124.141.170,Exfiltration,T1567,False,ANL-2024,CLOSED,P4,NORMAL
ALT-000859,SOC-002,2026-01-08T08:31:00Z,SIEM,IBM QRadar,Internal Network Port Scan,Reconnaissance,MEDIUM,41,HOST-1022,USR-993,10.31.213.107,10.153.53.69,Reconnaissance,T1595,False,ANL-2013,CLOSED,P3,REPEATED_FALSE_POSITIVE
ALT-000860,SOC-002,2026-01-08T21:14:00Z,SIEM,Elastic Security,Ransomware Behaviour Detected,Impact,MEDIUM,26,HOST-2301,USR-880,10.173.127.40,10.148.103.225,Impact,T1486,True,ANL-2011,CLOSED,P3,CORRECT_HANDLING
